id,last_scraped,host_id,latitude,longitude,property_type,accommodates,bedrooms,price
2243670,5/25/15,9941066,34.08770308,-118.3778819,Apartment,2,1,$135.00 
6018478,5/25/15,30950920,34.08811746,-118.3057415,Apartment,4,0,$75.00 
6289899,5/25/15,10837656,34.10714508,-118.3166947,Apartment,2,1,$120.00 
1267323,5/25/15,6898515,34.17994919,-118.1228128,House,4,2,$150.00 
731333,5/25/15,3762008,33.99059319,-118.4498885,House,4,2,$250.00 
1283823,5/24/15,6562223,34.06098189,-118.2860361,Apartment,5,2,$155.00 
6505664,5/25/15,34007107,34.044899,-118.2796865,House,1,1,$10.00 
5137473,5/25/15,11615105,34.04927258,-118.2639624,Apartment,7,1,$109.00 
186107,5/25/15,893856,34.01280464,-118.4959415,Apartment,2,1,$185.00 
500876,5/25/15,2442084,34.09309101,-118.3303688,Apartment,2,1,$99.00 
3779836,5/25/15,19388430,34.14187465,-118.368841,Apartment,2,1,$125.00 
6144567,5/25/15,31870064,34.19292286,-118.3777856,Apartment,2,1,$65.00 
4842363,5/25/15,21890744,33.81071899,-118.3902196,Apartment,6,2,$125.00 
4778494,5/25/15,24643323,34.05676288,-118.2565521,Bed & Breakfast,1,1,$63.00 
4324111,5/25/15,9762413,34.10102153,-118.3266449,Apartment,3,0,$99.00 
2844501,5/25/15,2160782,34.10670565,-118.2067813,House,2,1,$75.00 
431476,5/24/15,1343997,34.10411496,-118.3243056,Apartment,4,1,$139.00 
3168377,5/25/15,8986910,34.17729756,-118.1270419,House,6,3,$250.00 
2870996,5/25/15,14674852,34.11706768,-118.2184153,House,3,1,$69.00 
3896813,5/25/15,19110598,33.76861308,-118.1848594,Apartment,2,0,$100.00 
256622,5/25/15,1350196,34.09099327,-118.3616068,Apartment,2,1,$155.00 
4030751,5/24/15,1148678,34.0829245,-118.2767466,House,3,1,$165.00 
290057,5/25/15,112125,33.989528,-118.4238529,Apartment,2,1,$110.00 
2094568,5/25/15,7247965,34.16093457,-118.103546,House,2,1,$99.00 
4979650,5/25/15,25671225,34.06299354,-118.396847,Apartment,2,0,$90.00 
3667941,5/25/15,18606629,34.01148773,-118.4794089,Apartment,2,1,$135.00 
1130027,5/25/15,1410198,34.08042372,-118.2638166,House,4,3,$140.00 
5930009,5/25/15,17845965,34.08851467,-118.2718074,House,4,2,$300.00 
3135916,5/25/15,15906329,34.08017025,-118.2540489,Apartment,1,0,$90.00 
1219999,5/25/15,4483360,34.01445354,-118.4796789,Apartment,2,1,$90.00 
3570745,5/25/15,6006271,34.17444622,-118.3561405,House,2,1,$65.00 
3371507,5/25/15,6089344,34.1745494,-118.6268094,House,7,3,$150.00 
3891142,5/25/15,2674672,34.00475251,-118.4907689,Apartment,2,1,$300.00 
3091567,5/25/15,14898773,34.00180113,-118.4808421,House,6,2,$245.00 
6120414,5/25/15,18846286,33.87555782,-118.4067804,Apartment,2,1,$200.00 
358566,5/25/15,1792541,34.07993571,-118.2879831,House,2,1,$94.00 
440208,5/25/15,649540,34.08963805,-118.5989896,Bed & Breakfast,2,1,$250.00 
4572828,5/25/15,19540017,33.89152373,-118.4160127,Apartment,4,1,$175.00 
4098939,5/24/15,21259865,33.77987737,-118.3729197,House,15,4,$199.00 
4519574,5/25/15,11818974,34.08339268,-118.3737686,Apartment,2,1,$135.00 
1257183,5/25/15,6602626,34.04783598,-118.2217664,House,2,1,$50.00 
428076,5/24/15,2126890,34.09100657,-118.3823182,Apartment,2,1,$89.00 
5336338,5/25/15,12154565,34.113894,-118.3212392,Apartment,2,1,$200.00 
2737088,5/25/15,10913448,34.0012143,-118.4617693,House,1,1,$59.00 
9140,5/25/15,28350,33.77065663,-118.1904937,Loft,2,1,$65.00 
784928,5/25/15,2590255,33.77701196,-118.2000783,Apartment,2,1,$50.00 
1985445,5/25/15,190703,33.99088701,-117.9361727,Apartment,2,1,$85.00 
1135010,5/25/15,1311988,34.04238594,-118.2389563,Apartment,3,1,$150.00 
5310449,5/24/15,27510202,34.16140708,-118.2587684,Apartment,2,1,"$1,015.00 "
4268477,5/25/15,22158938,34.02860828,-118.5125374,Apartment,4,1,$159.00 
2407612,5/25/15,12307208,34.10327063,-118.3357135,Apartment,3,1,$74.00 
251271,5/25/15,1173084,34.09598771,-118.353222,Apartment,1,1,$61.00 
3406381,5/25/15,17180550,34.10295389,-118.3047925,Loft,2,0,$80.00 
6237941,5/25/15,32371886,34.02197002,-118.5073063,Apartment,5,3,$700.00 
5970915,5/25/15,30997401,34.0968032,-118.1487198,Apartment,5,3,$105.00 
4094503,5/25/15,17945439,34.15179282,-118.439144,Apartment,4,1,$99.00 
4978602,5/25/15,25175180,34.03680909,-118.4588003,House,2,1,$69.00 
288428,5/25/15,1705379,34.19075509,-118.4817206,House,1,1,$58.00 
6092843,5/25/15,3295742,34.08622961,-118.3620029,House,2,1,$75.00 
4349762,5/25/15,2332197,33.99438991,-118.4546276,House,6,2,$460.00 
5297600,5/25/15,1437107,34.22589683,-118.434482,House,6,4,$500.00 
5716928,5/25/15,4725531,33.77191147,-118.1788916,House,1,1,$50.00 
1067239,5/25/15,5871074,34.03335691,-118.2652352,Loft,16,1,"$1,000.00 "
6027124,5/25/15,12337653,33.9215913,-118.4167051,Bed & Breakfast,2,1,$125.00 
1065682,5/25/15,5862257,33.99350476,-118.4779325,House,5,3,$400.00 
6249236,5/25/15,18425632,34.16046536,-118.4444659,Other,2,1,$85.00 
826938,5/25/15,68295,34.02409146,-118.5000433,Apartment,3,0,$135.00 
3962118,5/25/15,20532746,34.09002807,-118.3781343,Apartment,2,0,$89.00 
932354,5/25/15,2566215,33.99315567,-118.4618561,House,2,1,$200.00 
5263308,5/25/15,19987914,33.99340228,-118.4539875,Apartment,2,1,$125.00 
1605656,5/24/15,4293210,34.07595957,-118.2243474,Loft,6,,$180.00 
5535085,5/25/15,16262088,34.09936799,-118.2836006,House,7,4,$215.00 
4326799,5/24/15,22413933,34.05136906,-118.263379,Loft,2,1,$195.00 
4942101,5/25/15,17875277,34.06653134,-118.3962941,Apartment,4,2,$170.00 
4304007,5/25/15,22339916,34.04627438,-118.2519126,Loft,3,1,$150.00 
339123,5/25/15,1397408,34.09571784,-118.3455501,Loft,2,1,$63.00 
2933253,5/25/15,2808043,34.03570509,-118.3666851,Apartment,2,1,$75.00 
15091,5/25/15,59169,33.99127237,-118.4694374,House,2,1,$59.00 
6105699,5/25/15,31680589,33.99109988,-117.9182984,Apartment,5,2,$125.00 
2882493,5/25/15,10610123,34.06429947,-118.3732973,Apartment,2,1,$60.00 
4848580,5/25/15,22783140,34.01439858,-118.4807472,House,2,1,$109.00 
791016,5/25/15,4167432,34.09422872,-118.3464083,Apartment,4,1,$115.00 
3373163,5/25/15,11001440,33.81984177,-118.2680368,House,2,1,$52.00 
2915487,5/25/15,6510054,33.88140906,-118.4080616,Apartment,2,1,$185.00 
1622172,5/25/15,3097566,34.08100159,-118.0995125,House,4,1,$55.00 
2452557,5/25/15,9712611,34.01527476,-118.4947003,Apartment,4,2,$440.00 
5110366,5/25/15,3475436,34.10149385,-118.3474979,Apartment,4,1,$189.00 
1961167,5/25/15,4253174,34.01883435,-118.3426044,House,2,1,$88.00 
4181563,5/25/15,19419286,33.8290177,-118.2536747,House,2,1,$65.00 
1039388,5/25/15,5722677,34.17937184,-118.3841501,House,4,2,$125.00 
1084348,5/25/15,5962219,34.11032903,-118.3310076,House,6,3,$379.00 
5916288,5/25/15,26391275,34.07996912,-118.2850338,Apartment,2,1,$85.00 
1978793,5/25/15,4492771,33.98509335,-118.4707046,Apartment,2,1,$135.00 
3851987,5/25/15,19864205,33.8208325,-118.3878025,Bed & Breakfast,8,2,$225.00 
1105101,5/25/15,2012415,34.02570397,-118.3412946,Loft,2,1,$44.00 
3100543,5/25/15,6836024,33.78596827,-118.1432362,House,1,1,$65.00 
1793286,5/25/15,1806881,34.10153837,-118.283772,Apartment,2,1,$60.00 
277038,5/25/15,244186,34.15191102,-118.1060102,House,2,1,$70.00 
6304327,5/25/15,3503584,34.09984003,-118.3425277,Loft,3,2,$289.00 
5490756,5/25/15,23075467,34.03861182,-118.6508757,House,8,2,$499.00 
5959415,5/25/15,26976808,34.0635313,-118.3488297,Apartment,2,1,$60.00 
1520407,5/25/15,2324191,34.08688142,-118.3071924,Apartment,1,1,$50.00 
687797,5/25/15,176913,34.149214,-118.2444083,Apartment,3,1,$65.00 
6337411,5/25/15,91136,34.09983727,-118.3443451,Apartment,2,1,$160.00 
2012058,5/25/15,10351937,34.04563153,-118.2513219,Loft,2,1,$149.00 
3325093,5/25/15,10833046,34.15376758,-118.3469137,Apartment,2,1,$95.00 
1828585,5/25/15,524106,34.09914015,-118.3530678,Apartment,3,1,$79.00 
5606265,5/24/15,29063740,33.80857885,-118.3542672,Apartment,2,1,$59.00 
1007258,5/25/15,2410125,34.00729855,-118.3483454,Apartment,2,1,$79.00 
4517855,5/25/15,23422877,34.08705677,-118.3468681,Apartment,4,1,$109.00 
5884269,5/25/15,30557925,34.06116136,-118.3805759,Apartment,2,1,$80.00 
4882259,5/25/15,3301321,34.1332173,-118.1992491,House,2,1,$120.00 
61578,5/25/15,298123,33.99200638,-118.4698959,Apartment,6,2,$600.00 
5059808,5/25/15,20556776,34.31292859,-118.4268245,House,1,1,$55.00 
3421417,5/25/15,17246133,34.08614794,-118.3486967,Apartment,2,1,$80.00 
772710,5/25/15,899508,34.13719996,-118.2044702,Apartment,2,1,$74.00 
5885372,5/25/15,30564725,34.02325823,-118.8060677,House,10,5,$795.00 
286742,5/25/15,1491889,34.06952676,-118.253734,House,2,1,$155.00 
2290005,5/25/15,4016427,33.92159239,-118.4165537,House,3,1,$99.00 
4616597,5/25/15,11028275,34.06980922,-118.1216917,House,3,1,$49.00 
323997,5/25/15,1658507,33.99249256,-118.4697579,House,3,2,$150.00 
1226155,5/25/15,4163838,34.08168499,-118.2843058,House,6,2,$150.00 
3010996,5/25/15,15342122,34.10270111,-118.3325979,Apartment,1,1,$121.00 
1833064,5/25/15,9350329,34.0418441,-118.4656847,Apartment,1,1,$99.00 
5202135,5/25/15,26593851,33.78049621,-118.4078505,House,8,4,$650.00 
5327724,5/25/15,14727082,34.09304116,-118.2873177,Apartment,6,2,$129.00 
4750911,5/25/15,22967831,34.05714117,-118.3793109,Apartment,2,1,$80.00 
1084649,5/24/15,5963850,34.15065004,-118.3782292,House,4,2,$125.00 
4616698,5/25/15,18607480,34.06567912,-118.3485336,Apartment,3,0,$200.00 
4134255,5/24/15,21446670,34.00219064,-118.3417988,House,2,1,$105.00 
546483,5/24/15,2686805,33.99214167,-118.4671417,House,2,1,$200.00 
4541430,5/25/15,1985607,33.99987884,-118.4669046,House,4,1,$195.00 
6451873,5/25/15,11365455,34.04315038,-118.3759027,House,4,2,$250.00 
6119923,5/25/15,6492718,34.11049656,-118.3202375,Apartment,2,1,$132.00 
5466126,5/25/15,27912981,34.08351862,-118.263457,House,1,1,$55.00 
4861781,5/25/15,3473619,34.10857187,-118.3221729,Apartment,1,1,$59.00 
6187504,5/25/15,32094500,34.05087571,-118.4612401,Apartment,2,1,$160.00 
106350,5/25/15,49765,34.0648612,-118.3620119,House,6,2,$300.00 
2539492,5/25/15,12355331,34.09366019,-118.2779603,Apartment,4,2,$115.00 
3104869,5/25/15,14551055,33.88590353,-118.4113814,Apartment,4,1,$250.00 
2380122,5/25/15,12159170,34.18996093,-118.1142033,Bed & Breakfast,2,1,$149.00 
1187558,5/25/15,6493951,34.06218173,-118.3504614,Apartment,2,0,$109.00 
4232979,5/24/15,12610414,34.00102988,-118.4583079,Apartment,3,1,$149.00 
3916399,5/25/15,20286677,33.98979989,-118.4743031,Apartment,2,0,$130.00 
527471,5/24/15,2592256,34.09118503,-118.3712823,Apartment,1,1,$105.00 
53945,5/25/15,239905,34.06131535,-118.3703038,Apartment,3,1,$130.00 
3890397,5/25/15,7131891,34.05188637,-118.2438615,Loft,4,1,$150.00 
2329164,5/24/15,4575998,34.10750674,-118.220428,Apartment,6,1,$89.00 
6491146,5/24/15,33525817,34.0616511,-118.4517576,Apartment,2,0,$100.00 
3945173,5/25/15,8705420,33.87797618,-118.4046307,House,7,4,$325.00 
933007,5/25/15,5029549,34.14474828,-118.4304498,House,2,1,$139.00 
6171571,5/24/15,32020490,34.11860055,-118.0559041,House,3,1,$68.00 
2297533,5/24/15,11734861,34.06173489,-118.410172,House,2,1,$175.00 
1909799,5/25/15,9910128,33.98569649,-118.4715856,Apartment,2,0,$145.00 
6436885,5/25/15,3329979,34.08972715,-118.3452121,Apartment,4,2,$199.00 
4198879,5/24/15,9583022,34.18417421,-118.3430779,Apartment,2,0,$79.00 
1709338,5/24/15,4290392,34.08734569,-118.3475995,Apartment,3,1,$120.00 
1763646,5/25/15,1440005,34.09434047,-118.3662668,Apartment,4,2,$210.00 
6053507,5/25/15,2389119,34.09540682,-118.38094,House,8,3,"$1,885.00 "
6437092,5/25/15,482457,33.99650892,-118.4740905,Apartment,2,1,$125.00 
6185841,5/25/15,14727082,34.08033693,-118.3850976,Apartment,6,2,$139.00 
5619788,5/24/15,4547677,34.07092793,-118.2760626,Apartment,1,1,$29.00 
3441206,5/24/15,11792103,33.81791742,-118.2167845,Apartment,2,1,$70.00 
5716278,5/25/15,365847,34.10307171,-118.3071201,Apartment,2,1,$64.00 
2969277,5/25/15,14808185,33.98105059,-118.4511037,Boat,4,2,$600.00 
730939,5/25/15,2058273,34.00631721,-118.478237,Apartment,2,1,$190.00 
6391068,5/24/15,20284504,34.07476839,-118.3574001,Apartment,8,2,$249.00 
6040396,5/25/15,30869040,34.09022002,-118.3900527,Apartment,2,1,$100.00 
3043976,5/25/15,15501072,33.88480603,-118.1432184,House,1,1,$133.00 
5381571,5/25/15,4163838,34.08010927,-118.2824072,House,2,1,$80.00 
2210660,5/25/15,11275429,34.12171078,-118.3245423,House,8,4,"$1,250.00 "
5069497,5/25/15,6425856,34.04129872,-118.3851624,House,3,1,$150.00 
2473808,5/24/15,12652299,34.07626838,-118.3921529,Apartment,1,1,$99.00 
6188530,5/25/15,29131445,34.05252237,-118.4431573,Apartment,1,1,$40.00 
3077533,5/25/15,14488107,34.1567343,-118.4591789,Apartment,2,0,$125.00 
2175929,5/25/15,11098005,33.99431029,-118.449353,Bed & Breakfast,2,1,$145.00 
4718216,5/25/15,21299325,33.99789987,-118.4730642,House,2,1,$190.00 
5194601,5/25/15,3675931,34.06699022,-118.4556655,Apartment,2,0,$149.00 
6303765,5/25/15,19965888,34.05286111,-118.3437593,Apartment,4,2,$125.00 
2397013,5/24/15,11074109,33.97726167,-118.4518132,Apartment,2,1,$130.00 
4624841,5/24/15,2697699,34.06541739,-118.3506233,Apartment,6,2,$228.00 
3874930,5/25/15,20020446,34.04117465,-118.38464,House,1,1,$95.00 
3851222,5/25/15,19858374,34.10406908,-118.3366665,Apartment,5,1,$99.00 
4914856,5/25/15,2439681,34.14743375,-118.5964393,House,5,2,$145.00 
5549538,5/24/15,5258497,34.09177719,-118.607884,Cabin,2,0,$95.00 
4286436,5/25/15,2605616,34.05898228,-118.2697726,Loft,2,1,$75.00 
6273521,5/25/15,4255186,34.0443469,-118.4219788,Apartment,4,2,$140.00 
4658566,5/24/15,24108656,34.11526528,-118.5806266,Villa,6,3,"$1,250.00 "
328473,5/24/15,1644564,33.99010924,-118.348774,Apartment,3,1,$79.00 
5304428,5/25/15,6307223,34.11054305,-118.0668685,House,2,0,$88.00 
6182828,5/25/15,32069491,34.12936609,-118.2147336,House,5,2,$150.00 
6172411,5/24/15,32022685,34.05150858,-118.3805318,Apartment,3,1,$100.00 
1194974,5/25/15,4898295,34.16915378,-118.3801348,Apartment,2,1,$100.00 
4401911,5/25/15,22300403,34.11011069,-118.3699311,House,8,4,$899.00 
1203955,5/25/15,1125561,34.12885966,-118.1963006,House,2,1,$95.00 
6306151,5/25/15,20056779,34.04770018,-118.3776791,House,6,1,$99.00 
5879734,5/25/15,5097618,34.12033123,-118.3660949,House,2,0,$150.00 
145022,5/25/15,702329,34.00128863,-118.4793132,House,6,1,$170.00 
4951608,5/24/15,243727,34.1217,-118.3221074,House,5,3,$357.00 
6089948,5/25/15,5673073,34.106996,-118.3262046,Apartment,2,0,$50.00 
2554602,5/25/15,8010447,34.06745257,-118.3502072,Apartment,6,2,$199.00 
6451971,5/25/15,32864985,34.07048274,-118.3802898,Apartment,2,1,$75.00 
400478,5/25/15,1497543,34.04595481,-118.3125253,House,12,1,$33.00 
680781,5/25/15,1304475,34.0883706,-118.3741919,Other,4,1,$299.00 
1552793,5/25/15,4107143,34.08505363,-118.314933,Apartment,3,,$95.00 
696061,5/25/15,2101623,33.9931826,-118.4777195,Apartment,7,1,$105.00 
6031195,5/24/15,24980932,34.04847635,-118.3611555,House,2,1,$75.00 
3031763,5/25/15,3127239,34.11306895,-118.3768756,House,2,1,$179.00 
3665891,5/25/15,909464,34.02399691,-118.4911442,Apartment,2,1,$150.00 
6415690,5/25/15,33465004,34.04736453,-118.2569728,Apartment,4,1,"$1,500.00 "
1859375,5/25/15,9700970,34.02304609,-118.499771,Apartment,2,1,$129.00 
2168920,5/24/15,10586866,34.18398791,-118.3014861,Apartment,2,1,$150.00 
238059,5/25/15,1248316,34.08122693,-118.2767477,House,8,3,$300.00 
1541517,5/24/15,6197767,34.0955644,-118.3519027,House,2,1,$65.00 
1280301,5/24/15,4431106,34.089084,-118.3255497,House,3,1,$75.00 
415159,5/25/15,1680006,34.12791317,-118.3224805,House,6,3,$395.00 
4922112,5/24/15,1323354,34.11021149,-118.3256485,House,2,1,$75.00 
568304,5/25/15,2795929,34.07452089,-118.2626988,Apartment,3,1,$65.00 
1446281,5/24/15,7646029,34.05281635,-118.4308759,Apartment,1,1,$79.00 
3442011,5/24/15,17346468,34.06780461,-118.3854393,Apartment,2,2,$250.00 
6286975,5/25/15,32682783,34.08906294,-118.142811,Apartment,2,1,$75.00 
6154984,5/24/15,24983672,34.05442957,-118.2880382,Apartment,3,1,$100.00 
4857405,5/25/15,24689607,34.03916545,-118.2698238,Apartment,4,1,$199.00 
3946323,5/25/15,20276188,34.06226146,-118.2915462,Apartment,4,1,$389.00 
6389896,5/24/15,33311711,33.84068443,-118.3843566,House,2,1,$150.00 
2068086,5/24/15,10577625,34.0244799,-118.4902347,Apartment,2,1,$120.00 
1747120,5/25/15,8157388,34.15337662,-118.1757386,House,4,2,$290.00 
1336792,5/25/15,3990520,34.02625104,-118.4152347,Apartment,2,1,$115.00 
6449830,5/25/15,10140772,34.0468604,-118.462456,Apartment,3,1,$60.00 
2243925,5/25/15,11461587,34.03856762,-118.4706471,Apartment,5,2,$175.00 
6185110,5/25/15,32081266,33.95659099,-118.2948259,House,2,1,$75.00 
306974,5/25/15,1579198,33.93240836,-118.2464733,House,2,1,$153.00 
3867265,5/24/15,698579,34.0439662,-118.2512151,Apartment,2,1,$85.00 
4317051,5/25/15,148358,34.08713479,-118.2831606,Loft,14,3,$190.00 
4550062,5/25/15,15698675,34.1078611,-118.3290042,Apartment,4,2,$200.00 
3844477,5/25/15,5885077,34.06882826,-118.2355547,Apartment,2,1,$87.00 
925423,5/25/15,2755825,34.11850284,-118.2183078,Apartment,2,1,$130.00 
669005,5/25/15,5523,34.08656449,-118.3702135,Apartment,3,1,$165.00 
5607587,5/24/15,5557354,34.10447731,-118.2931358,Apartment,3,1,$111.00 
5806581,5/24/15,18670638,33.98754978,-118.4673403,House,4,2,$300.00 
1429272,5/25/15,6627585,33.9780732,-118.4672901,Apartment,6,2,$260.00 
6133660,5/24/15,4059180,34.1068268,-118.2974931,Apartment,3,2,$145.00 
1962541,5/25/15,10141067,34.30253164,-118.4530235,House,2,1,$57.00 
6292718,5/24/15,32721089,34.25194052,-118.5582174,House,3,1,$90.00 
2404,5/24/15,2633,33.98463955,-118.4400636,Apartment,1,1,$85.00 
2373790,5/25/15,9950316,34.15169686,-118.010691,House,10,4,$175.00 
698058,5/25/15,1376881,34.1477204,-118.4472519,Apartment,4,2,$220.00 
58732,5/25/15,281372,33.99361405,-118.4687444,House,4,1,$99.00 
6153629,5/25/15,23305091,34.10119788,-118.3360851,Apartment,1,1,$120.00 
608556,5/25/15,2983334,34.03512484,-118.3176673,Apartment,2,1,$150.00 
1588569,5/25/15,266366,34.08638295,-118.3469625,Apartment,2,1,$85.00 
3076129,5/25/15,9185865,34.06023013,-118.2696211,Apartment,2,0,$90.00 
4264402,5/24/15,22136749,34.08862006,-118.3107149,Apartment,2,1,$70.00 
5759585,5/25/15,16406543,33.9265243,-117.985669,House,4,1,$99.00 
5903672,5/24/15,22915279,34.09960216,-118.2075366,House,2,1,$100.00 
6134723,5/24/15,31435783,34.01239201,-118.483647,Apartment,2,1,$140.00 
4557232,5/24/15,14515017,34.0563197,-118.4655212,Apartment,4,1,$150.00 
3248208,5/24/15,16429528,33.98963374,-118.4531316,House,4,3,$500.00 
1650928,5/25/15,8634336,34.11338969,-118.3433654,House,6,5,$700.00 
5213751,5/24/15,23088284,34.10292081,-118.3108059,Apartment,2,0,$99.00 
1167574,5/25/15,6295036,33.75615697,-118.404718,House,1,1,$95.00 
5762809,5/25/15,16406543,33.9244444,-117.9845657,House,10,1,$149.00 
5798775,5/25/15,30086237,33.86880838,-118.4044263,Apartment,4,0,$250.00 
1941504,5/25/15,685411,34.08781894,-118.2116824,House,3,1,$95.00 
1590003,5/25/15,4397033,34.0844427,-118.2518182,Loft,2,,$92.00 
5904156,5/24/15,15178116,33.87924657,-118.3660191,House,2,1,$65.00 
1409099,5/24/15,7599550,33.98293621,-118.4711717,Apartment,4,1,$129.00 
6362784,5/24/15,33122198,34.17896263,-118.2977421,Apartment,4,1,$70.00 
2065467,5/24/15,5938637,34.00599318,-118.8099705,House,6,2,"$1,300.00 "
5691526,5/25/15,19833474,34.11295916,-118.4737343,House,14,7,"$2,155.00 "
4608407,5/25/15,10920633,34.08895587,-118.3295362,Apartment,2,1,$109.00 
6480144,5/25/15,33859322,34.04435815,-117.8510665,Apartment,1,1,$50.00 
1014595,5/25/15,5581745,34.10446235,-117.8937421,House,6,4,$200.00 
2432389,5/25/15,12201603,34.1048764,-118.33476,Apartment,1,1,$45.00 
5113854,5/24/15,26423254,34.12382081,-118.2135579,Apartment,4,2,$149.00 
6262918,5/24/15,799155,34.08764657,-118.3327593,Apartment,3,1,$99.00 
2827407,5/25/15,8958696,34.08337338,-118.3790184,House,4,2,$180.00 
2803086,5/25/15,14336880,33.99525323,-118.4305008,House,2,1,$100.00 
5300899,5/24/15,19019501,33.87643548,-118.4057092,House,2,1,$70.00 
4533641,5/24/15,18495826,34.04705018,-118.2869825,House,2,1,$65.00 
3523074,5/25/15,17742747,34.00540745,-118.4714878,House,6,3,$400.00 
1252895,5/25/15,6826625,34.030526,-118.5101109,Apartment,3,1,$300.00 
743056,5/25/15,3891602,34.10742307,-118.3240073,Apartment,6,2,$200.00 
446289,5/25/15,1000609,34.10349956,-118.3332955,Apartment,3,1,$110.00 
4986752,5/24/15,13320150,34.06170564,-118.3416671,Apartment,2,0,$75.00 
4128074,5/25/15,21414460,34.05624096,-118.4667746,Apartment,2,1,$150.00 
4483969,5/25/15,155261,34.07125113,-118.3217453,House,14,7,"$1,900.00 "
1142296,5/25/15,460010,33.99463046,-118.4630163,House,3,1,$340.00 
3513788,5/25/15,4431106,34.10214708,-118.3259447,Apartment,2,1,$189.00 
6226312,5/24/15,32292523,34.06610192,-118.1090954,House,2,1,$150.00 
882329,5/25/15,4668594,34.03240081,-118.4546068,Loft,2,1,$159.00 
4878074,5/25/15,25093674,34.18196735,-118.3059805,Apartment,2,1,$150.00 
1928788,5/25/15,97762,34.1024934,-118.3357593,Apartment,1,1,$60.00 
6427520,5/24/15,22626780,34.16552694,-118.4004666,Apartment,2,1,$45.00 
4388188,5/25/15,22782113,34.04072708,-118.445949,Apartment,2,1,$100.00 
1070056,5/25/15,5763053,33.89890698,-118.4177261,House,4,3,$219.00 
1691005,5/25/15,239712,34.01799591,-118.4949482,Apartment,5,2,$250.00 
729653,5/25/15,196851,34.04443656,-118.2635712,Apartment,4,1,$169.00 
455114,5/25/15,2261927,34.10890961,-118.3345714,Apartment,2,1,$75.00 
5969549,5/24/15,21500995,34.10196625,-118.330592,Apartment,3,1,$125.00 
4776966,5/25/15,15499106,33.76109974,-118.1497597,Apartment,2,0,$110.00 
1309712,5/25/15,7119607,34.07792687,-118.2944761,Apartment,2,1,$89.00 
666988,5/25/15,3373787,34.06799458,-118.2784007,House,2,1,$44.00 
3851546,5/25/15,7747535,34.08632939,-118.3787602,Apartment,2,1,$50.00 
4848750,5/25/15,24947979,33.77129173,-118.1944772,Apartment,2,1,$149.00 
5249674,5/24/15,27168846,34.02302168,-118.4997589,Apartment,6,2,$225.00 
2007473,5/25/15,10332446,34.14749954,-118.0209588,House,1,1,$50.00 
758705,5/24/15,3997827,34.18267606,-118.4333497,House,6,3,$140.00 
5903328,5/24/15,26977433,34.02676043,-118.7801674,Loft,2,1,$150.00 
161972,5/25/15,774530,34.04655906,-118.2607404,Apartment,2,1,$200.00 
54382,5/25/15,255077,34.08548183,-118.3686363,House,2,2,$150.00 
1243943,5/25/15,6780040,34.1111597,-118.324308,House,4,2,$475.00 
1627421,5/25/15,2641433,34.16563228,-118.405387,Apartment,4,2,$150.00 
3783962,5/25/15,19419286,33.82065567,-118.2638156,House,8,3,$220.00 
4436652,5/25/15,60057,34.16580447,-118.4115809,Other,6,1,$395.00 
4654435,5/24/15,24092668,33.98039585,-117.9589228,House,5,2,$139.00 
5131057,5/25/15,20652037,34.14126938,-118.3709382,Apartment,4,1,$159.00 
